We will incorporate your ideas.	私たちはあなたのアイデアを取り入れます。	We (私たち) / will (は) / incorporate (取り入れます) / your (あなたの) / ideas (アイデア).
They reside in New York.	彼らはニューヨークに住んでいます。	They (彼ら) / reside (住んでいる) / in (に) / New (ニューヨークの) / York (ヨーク)
An important aspect is teamwork.	重要な側面はチームワークです。	An (ひとつの) / important (重要な) / aspect (側面) / is (です) / teamwork (チームワーク)
The client signed the contract.	クライアントが契約書に署名しました。	The (その) / client (クライアント) / signed (署名した) / the (その) / contract (契約)
They plan to reform education.	彼らは教育を改革する計画を立てています。	They (彼ら) / plan (計画する) / to (に) / reform (改革する) / education (教育)
She will demonstrate the process.	彼女がそのプロセスを実演します。	She (彼女) / will (意志) / demonstrate (実演する) / the (その) / process (過程)
Their accents are distinctly different.	彼らのアクセントは明らかに異なっています。	Their (彼らの) / accents (アクセント) / are (は) / distinctly (はっきりと) / different (異なっています)。
Consult a doctor for advice.	医師に相談して助言を求めてください。	Consult (相談する) / a (一人の) / doctor (医者) / for (のために) / advice (助言)
The display shows bright images.	ディスプレイには明るい画像が表示されます。	The (その) / display (ディスプレイ) / shows (表示する) / bright (明るい) / images (画像)
I interpret dreams nightly.	私は毎晩夢を解釈します。	I (私) / interpret (解釈する) / dreams (夢を) / nightly (毎晩)
Laws regulate business activities.	法律は事業活動を規制します。	Laws (法律) / regulate (規制する) / business (ビジネス) / activities (活動)
Initial plans often change.	最初の計画はしばしば変わる。	Initial (初期) / plans (計画) / often (しばしば) / change (変わる) / .
It's a mere scratch.	ただのかすり傷だ。	It's (それは) / a (単なる) / mere (わずかな) / scratch (引っかき傷)
They compete for the trophy.	彼らはトロフィーを争います。	They (彼ら) / compete (競争する) / for (のために) / the (その) / trophy (トロフィー)
We saved money by budgeting.	予算を組むことでお金を節約しました。	We (私たち) / saved (節約した) / money (お金) / by (で) / budgeting (予算編成)
They decided to adopt her.	彼らは彼女を養子にすることに決めました。	They (彼らは) / decided (決めた) / to (に) / adopt (養子にする) / her (彼女を)
Hit the target accurately.	正確に的を狙え。	Hit (ヒット) / the (ザ) / target (ターゲット) / accurately (正確に)
I received a text message.	テキストメッセージを受け取りました。	I (私) / received (受け取った) / a (一つの) / text (テキスト) / message (メッセージ)
The pupil studied diligently.	生徒は熱心に勉強した。	The (その) / pupil (生徒) / studied (勉強した) / diligently (熱心に)
They approve the new plan.	彼らは新しい計画を承認します。	They (彼ら) / approve (承認する) / the (その) / new (新しい) / plan (計画)
Her painting technique is unique.	彼女の絵画技法は独特です。	Her (彼女の) / painting (絵画) / technique (技法) / is (は) / unique (独特です)
Understand the context first.	まず文脈を理解してください。	Understand (理解する) / the (その) / context (文脈) / first (最初に)
We transport goods worldwide.	私たちは世界中に商品を運びます。	We (私たち) / transport (輸送する) / goods (商品) / worldwide (世界中)
The critic wrote harsh reviews.	批評家は厳しいレビューを書きました。	The (その) / critic (批評家) / wrote (書いた) / harsh (厳しい) / reviews (レビュー)
Technology enables efficient communication.	テクノロジーは効率的なコミュニケーションを可能にします。	Technology (テクノロジー) / enables (可能にする) / efficient (効率的な) / communication (コミュニケーション)
Five hours is sufficient time.	5時間は十分な時間です。	Five (ファイブ) / hours (時間) / is (は) / sufficient (十分な) / time (時間)
Variety is the spice life.	多様性は人生のスパイスです。	Variety (多様性) / is (は) / the (その) / spice (スパイス) / of (の) / life (人生)
The store sells electronic goods.	その店は電化製品を販売しています。	The (その) / store (店) / sells (売る) / electronic (電子) / goods (商品)
Parents restrict screen time.	親はスクリーンタイムを制限します。	Parents (親) / restrict (制限する) / screen (画面) / time (時間)
The majority voted for improvement.	多数派は改善に投票した。	The (その) / majority (大多数) / voted (投票した) / for (ために) / improvement (改善).
Can you confirm this?	これを確認できますか？	Can (できる) / you (あなた) / confirm (確認する) / this (これ) / ? (？)
The network connection is down.	ネットワーク接続が切れています。	The (ザ) / network (ネットワーク) / connection (接続) / is (です) / down (ダウン)
The event requires formal attire.	イベントにはフォーマルな服装が必要です。	The (その) / event (イベント) / requires (必要とします) / formal (フォーマル) / attire (服装)
The machine is very efficient.	その機械は非常に効率的です。	The (その) / machine (機械) / is (は) / very (非常に) / efficient (効率的)
Focus on your breathing technique.	呼吸法に集中してください。	Focus (集中) / on (に) / your (あなたの) / breathing (呼吸) / technique (技術)
To some extent, he agreed.	彼はある程度同意しました。	To (ある程度) / some (いくらか) / extent (範囲で), / he (彼は) / agreed (同意した).
He will conduct meetings.	彼は会議を行います。	He (彼) / will (する) / conduct (行う) / meetings (会議)
The experiment was successful today.	実験は今日成功しました。	The (ザ) / experiment (実験) / was (は) / successful (成功した) / today (今日)
The objective is clear.	目的は明確です。	The (その) / objective (目的) / is (は) / clear (明確な)
New ideas emerge every day.	新しいアイデアが毎日生まれる。	New (新) / ideas (アイデア) / emerge (現れる) / every (毎) / day (日)
They debate every Thursday afternoon.	彼らは毎週木曜日の午後に討論します。	They (彼ら) / debate (討論) / every (毎) / Thursday (木曜日) / afternoon (午後)
She is a proud Democrat.	彼女は誇り高き民主党員です。	She (彼女) / is (です) / a (ー) / proud (誇りに思っている) / Democrat (民主党員)
The executive made decisions.	幹部が決定を下した。	The (ザ) / executive (執行者) / made (作った) / decisions (決定)
The facility opens tomorrow morning.	施設は明日の朝に開きます。	The (その) / facility (施設) / opens (開きます) / tomorrow (明日) / morning (朝)
The proportion is very small.	割合はとても小さいです。	The (その) / proportion (割合) / is (は) / very (とても) / small (小さい)
She has conservative views.	彼女は保守的な見解を持っています。	She (彼女) / has (持っている) / conservative (保守的) / views (意見)
The agency closed on Monday.	その機関は月曜日に閉まりました。	The (その) / agency (機関) / closed (閉鎖した) / on (に) / Monday (月曜日)
Education has great importance worldwide.	教育は世界中で非常に重要です。	Education (教育) / has (持っている) / great (大きい) / importance (重要性) / worldwide (世界的に)
Proceed with your plans cautiously.	慎重に計画を進めてください。	Proceed (進む) / with (と) / your (あなたの) / plans (計画) / cautiously (慎重に)
Governments legislate new safety laws.	政府は新しい安全法を立法化する。	Governments (政府) / legislate (法制化する) / new (新しい) / safety (安全) / laws (法律)
Problems arise during the meeting.	会議中に問題が発生します。	Problems (問題) / arise (発生する) / during (中) / the (その) / meeting (会議)
Cats consume their food quietly.	猫は静かに食事を摂ります。	Cats (ネコ) / consume (消費する) / their (その) / food (食べ物) / quietly (静かに)
I installed the software yesterday.	昨日、そのソフトウェアをインストールしました。	I (私) / installed (インストールした) / the (その) / software (ソフトウェア) / yesterday (昨日)
What is your status now?	今の状況はどうですか？	What (何) / is (です) / your (あなたの) / status (状態) / now (今)
We negotiate the contract terms.	契約条件を交渉します。	We (私たち) / negotiate (交渉する) / the (その) / contract (契約) / terms (条項)
The annual festival starts tomorrow.	年次祭りは明日始まります。	The (その) / annual (年次の) / festival (祭り) / starts (始まる) / tomorrow (明日)
This information is highly relevant.	この情報は非常に関連性があります。	This (この) / information (情報) / is (は) / highly (非常に) / relevant (関連性の高い)
Water is the perfect solution.	水は完璧な解決策です。	Water (水) / is (は) / the (その) / perfect (完璧な) / solution (解決策)
The museum will exhibit paintings.	美術館は絵画を展示します。	The (その) / museum (博物館) / will (する) / exhibit (展示する) / paintings (絵画)
We enjoy a joint dessert.	私たちは一緒にデザートを楽しみます。	We (私たち) / enjoy (楽しむ) / a (一つの) / joint (共同の) / dessert (デザート)
Convention starts tomorrow morning.	大会は明日の朝始まります。	Convention (コンベンション) / starts (始まる) / tomorrow (明日) / morning (朝)
They will launch tomorrow.	彼らは明日開始します。	They (彼ら) / will (予定) / launch (発射) / tomorrow (明日)
I am content today.	私は今日満足しています。	I (私は) / am (いる) / content (満足) / today (今日)
Turn the volume down.	音量を下げてください。	Turn (ターン) / the (その) / volume (ボリューム) / down (下げる)
Flights are frequent here.	ここでは飛行便が頻繁です。	Flights (フライト) / are (は) / frequent (頻繁) / here (ここ)
Please respond by tomorrow.	明日までに返事してください。	Please (お願いします) / respond (応答する) / by (までに) / tomorrow (明日)
Failure teaches valuable life lessons.	失敗は貴重な人生の教訓を教えてくれます。	Failure (失敗) / teaches (教える) / valuable (貴重な) / life (人生の) / lessons (教訓)
They declare a public holiday.	彼らは祝日を宣言します。	They (彼ら) / declare (宣言する) / a (ある) / public (公共の) / holiday (休日)
Try a sample before buying.	購入する前にサンプルを試してください。	Try (試す) / a (一つ) / sample (サンプル) / before (前に) / buying (買う)
The debate was very civil.	討論は非常に洗練されていました。	The (その) / debate (討論) / was (だった) / very (非常に) / civil (礼儀正しい)
She holds liberal political views.	彼女はリベラルな政治的見解を持っています。	She (彼女) / holds (持っている) / liberal (リベラル) / political (政治的な) / views (見解)
Take the scenic route home.	景色の良いルートで帰りましょう。	Take (取る) / the (その) / scenic (景色の良い) / route (道) / home (家)
Darkness is a contrast.	暗闇は対比です。	Darkness (闇) / is (は) / a (一つの) / contrast (対比)
Nuclear energy powers our city.	原子力エネルギーが私たちの都市を動かしています。	Nuclear (核) / energy (エネルギー) / powers (供給する) / our (私たちの) / city (都市)
This weather is ideal today.	今日の天気は理想的です。	This (この) / weather (天気) / is (は) / ideal (理想的) / today (今日)
Our conflict ended peacefully.	私たちの対立は平和的に終わりました。	Our (私たちの) / conflict (紛争) / ended (終わった) / peacefully (平和に)
Initiate the project today.	今日プロジェクトを開始してください。	Initiate (開始) / the (その) / project (プロジェクト) / today (今日)
The artist works in studio.	アーティストはスタジオで働いています。	The (その) / artist (アーティスト) / works (働く) / in (で) / studio (スタジオ)
I predict rain tomorrow.	明日は雨が降ると予想しています。	I (私) / predict (予測する) / rain (雨) / tomorrow (明日)
France is a republic.	フランスは共和国です。	France (フランス) / is (は) / a (ひとつの) / republic (共和国)
The museum closes at five.	美術館は5時に閉まります。	The (その) / museum (博物館) / closes (閉まります) / at (で) / five (5時)
She is a strong candidate.	彼女は有力な候補者です。	She (彼女) / is (は) / a (一人の) / strong (強い) / candidate (候補者)
Media influences public opinion.	メディアは世論に影響を与える。	Media (メディア) / influences (影響を与える) / public (公共の) / opinion (意見)
Profits continue to decline steadily.	利益は着実に減少し続けています。	Profits (利益) / continue (続く) / to (に) / decline (減少する) / steadily (着実に)
Agriculture is essential for survival.	農業は生存に不可欠です。	Agriculture (農業) / is (は) / essential (不可欠) / for (ために) / survival (生存)
Bring fruit, snacks, etc.	果物やお菓子などを持ってきてください。	Bring (持ってくる) / fruit (果物) / snacks (お菓子) / etc. (など)
Subsequent meetings were more productive.	その後の会議はより生産的でした。	Subsequent (その後) / meetings (会議) / were (でした) / more (より多くの) / productive (生産的な)
They reject my proposal.	彼らは私の提案を拒否します。	They (彼ら) / reject (拒否する) / my (私の) / proposal (提案)
Substantial rain helped the crops.	たっぷりの雨が作物を助けた。	Substantial (かなりの) / rain (雨) / helped (助けた) / the (その) / crops (作物)
The revolution changed everything.	革命がすべてを変えた。	The (その) / revolution (革命) / changed (変えた) / everything (すべて)
He prefers the latter option.	彼は後者の選択肢を好みます。	He (彼) / prefers (選好する) / the (その) / latter (後者の) / option (選択肢)
Your presence is appreciated.	あなたの存在に感謝します。	Your (あなたの) / presence (存在) / is (です) / appreciated (感謝されます)
Technical issues delayed the meeting.	技術的な問題で会議が遅れました。	Technical (技術的な) / issues (問題) / delayed (遅らせた) / the (その) / meeting (会議)
She made a simple request.	彼女は簡単なお願いをしました。	She (彼女) / made (作った) / a (一つの) / simple (簡単な) / request (お願い)
The impact was surprisingly strong.	影響は驚くほど強かった。	The (その) / impact (影響) / was (は) / surprisingly (驚くほど) / strong (強かった)
Actions have a consequence.	行動には結果があります。	Actions (行動) / have (持っている) / a (一つの) / consequence (結果)
He writes computer code daily.	彼は毎日コンピューターコードを書きます。	He (彼) / writes (書く) / computer (コンピュータ) / code (コード) / daily (毎日)
Overall, the meeting went well.	全体的に会議はうまくいきました。	Overall (全体として), the (その) meeting (会議) went (うまくいった) well (うまく).
They impose strict rules.	彼らは厳しい規則を課す。	They (彼ら) / impose (課す) / strict (厳しい) / rules (規則)
Honesty is a moral value.	誠実は道徳的な価値です。	Honesty (正直) / is (です) / a (一つの) / moral (道徳的な) / value (価値)
She is an expert chef.	彼女は熟練したシェフです。	She (彼女) / is (です) / an (一人の) / expert (専門家) / chef (シェフ).
He meant no offence.	彼は悪意はありませんでした。	He (彼) / meant (意味した) / no (何も) / offence (無礼)
The bishop led the service.	司教が礼拝を導いた。	The (その) / bishop (司教) / led (導いた) / the (その) / service (礼拝)
He couldn't justify his actions.	彼は自分の行動を正当化できなかった。	He (彼) / couldn't (できなかった) / justify (正当化する) / his (彼の) / actions (行動)
The instructions were precise.	指示は正確でした。	The (その) / instructions (指示) / were (は) / precise (正確でした)
Belief moves mountains.	信念は山を動かす。	Belief (信念) / moves (動かす) / mountains (山)
Internal organs are vital.	内臓は重要です。	Internal (内部の) / organs (臓器) / are (である) / vital (重要な)
The constitution protects our rights.	憲法は私たちの権利を保護します。	The (ザ) / constitution (憲法) / protects (保護する) / our (私たちの) / rights (権利)
I will undertake the task.	タスクを引き受けます。	I (私) / will (します) / undertake (引き受ける) / the (その) / task (仕事)
Firms create many job opportunities.	企業は多くの雇用機会を生み出します。	Firms (企業) / create (作る) / many (多くの) / job (仕事) / opportunities (機会)
Implement the new strategy tomorrow.	新しい戦略を明日実行してください。	Implement (実施) / the (その) / new (新しい) / strategy (戦略) / tomorrow (明日)
Confidence boosts your self-esteem.	自信が自尊心を高めます。	Confidence (自信) / boosts (高める) / your (あなたの) / self-esteem (自尊心)
She joined the art academy.	彼女は美術学院に入学しました。	She (彼女) / joined (参加した) / the (その) / art (美術) / academy (アカデミー)
She became an author.	彼女は作家になりました。	She (彼女) / became (なった) / an (ある) / author (著者)
Curiosity is a helpful characteristic.	好奇心は役立つ特性です。	Curiosity (好奇心) / is (は) / a (1つの) / helpful (役に立つ) / characteristic (特性)
What category is this under?	これはどのカテゴリに属しますか？	What (何) / category (カテゴリ) / is (は) / this (これ) / under (下) / ? (？)
Reaching a conclusion takes time.	結論を出すには時間がかかります。	Reaching (結論に達する) / a (ある) / conclusion (結論) / takes (かかる) / time (時間)
Let's explore the city.	街を探検しましょう。	Let's (探そう) / explore (探索する) / the (その) / city (都市)
Read the detailed product description.	詳細な商品説明をお読みください。	Read (読む) / the (その) / detailed (詳細な) / product (製品) / description (説明)
I acquired a new skill.	新しいスキルを習得しました。	I (私) / acquired (習得した) / a (新しい) / new (新しい) / skill (スキル)
Many tourists occupy the hotel.	多くの観光客がそのホテルを占めています。	Many (多くの) / tourists (観光客) / occupy (占拠する) / the (その) / hotel (ホテル)
The entry is over there.	入口はあちらにあります。	The (その) / entry (入口) / is (です) / over there (あそこ)
Domestic cats are very friendly.	飼い猫はとても友好的です。	Domestic (ドメスティック) / cats (猫) / are (は) / very (非常に) / friendly (フレンドリー)
The storm was very severe.	嵐はとても激しかった。	The (その) / storm (嵐) / was (は) / very (非常に) / severe (激しかった)
The sum is ten dollars.	合計は10ドルです。	The (その) / sum (合計) / is (は) / ten (十) / dollars (ドル)
This meal is adequate.	この食事は十分です。	This (この) / meal (食事) / is (は) / adequate (十分)
You are liable for damages.	あなたは損害賠償の責任があります。	You (あなた) / are (です) / liable (責任) / for (の) / damages (損害)
Psychology is a fascinating subject.	心理学は魅力的な学問です。	Psychology (心理学) / is (は) / a (一つの) / fascinating (魅力的な) / subject (主題)
I am happy to oblige.	喜んでお手伝いします。	I (私) / am (です) / happy (喜んで) / to (に) / oblige (従う)
Every rule has an exception.	すべての規則には例外があります。	Every (すべての) / rule (規則) / has (持っている) / an (一つの) / exception (例外)
I have lunch with colleague.	同僚と昼食をとります。	I (私) / have (持つ) / lunch (ランチ) / with (と) / colleague (同僚)
It's raining; nevertheless, I'm walking.	雨が降っているけれども、私は歩いています。	It's (それは) / raining (雨が降っている) / nevertheless (それにもかかわらず) / I'm (私は) / walking (歩いている)
The chemical smells very strong.	その化学薬品は非常に強いにおいがします。	The (その) / chemical (化学物質) / smells (におい) / very (非常に) / strong (強い)
The administration changed the rules.	管理者が規則を変更しました。	The (その) / administration (管理) / changed (変更した) / the (その) / rules (規則)
Retain your receipt for returns.	返品にはレシートを保管してください。	Retain (保持) / your (あなたの) / receipt (レシート) / for (ために) / returns (返品)
She decided to withdraw early.	彼女は早めに撤退することに決めた。	She (彼女) / decided (決めた) / to (に) / withdraw (撤退する) / early (早く)
The cabinet is full.	キャビネットは満杯です。	The (その) / cabinet (キャビネット) / is (は) / full (いっぱい)
I caught fish with net.	私は網で魚を捕まえました。	I (私) / caught (捕まえた) / fish (魚) / with (で) / net (網)
She will compose a letter.	彼女は手紙を書くでしょう。	She (彼女) / will (でしょう) / compose (作成する) / a (一通の) / letter (手紙)
We export goods worldwide.	私たちは商品を世界中に輸出しています。	We (私たちは) / export (輸出する) / goods (商品) / worldwide (世界中)
We integrate technology seamlessly.	私たちは技術をシームレスに統合します。	We (私たち) / integrate (統合する) / technology (技術) / seamlessly (シームレスに)
Youth brings new ideas.	若者は新しいアイデアをもたらします。	Youth (若者) / brings (もたらす) / new (新しい) / ideas (アイデア)
They allege he stole money.	彼らは彼が金を盗んだと主張しています。	They (彼ら) / allege (主張する) / he (彼) / stole (盗んだ) / money (お金)
The seasons cycle each year.	季節は毎年巡ります。	The (その) / seasons (季節) / cycle (循環する) / each (それぞれ) / year (年)
She is deeply religious.	彼女は信仰が深いです。	She (彼女) / is (です) / deeply (深く) / religious (信心深い)
The machine increased productivity output.	機械は生産性を向上させました。	The (その) / machine (機械) / increased (増加した) / productivity (生産性) / output (出力)
We will restore the painting.	私たちはその絵画を修復します。	We (私たち) / will (します) / restore (修復する) / the (その) / painting (絵画)
The module contains math exercises.	モジュールには数学の練習問題が含まれています。	The (その) / module (モジュール) / contains (含む) / math (数学) / exercises (練習)
The prospect seems exciting.	見込みは興奮させるようです。	The (その) / prospect (見込み) / seems (見える) / exciting (ワクワクする)
His answer was accurate.	彼の答えは正確でした。	His (彼の) / answer (答え) / was (は) / accurate (正確)
The session starts at noon.	セッションは正午に始まります。	The (その) / session (セッション) / starts (始まります) / at (に) / noon (正午)
Follow the sequence of steps.	手順の順序に従ってください。	Follow (フォローする) / the (ザ) / sequence (シーケンス) / of (の) / steps (ステップ)
We accommodate dietary restrictions.	食事制限に対応します。	We (私たち) / accommodate (対応します) / dietary (食事の) / restrictions (制限)
The country faces a crisis.	その国は危機に直面している。	The (その) / country (国) / faces (直面する) / a (ある) / crisis (危機)
The moon is full phase.	月は満月です。	The (その) / moon (月) / is (は) / full (満ちた) / phase (相)
Victory tastes sweet and rewarding.	勝利は甘くて満足感があります。	Victory (勝利) / tastes (味わい) / sweet (甘い) / and (そして) / rewarding (やりがいのある)
Room capacity is 50 people.	部屋の収容人数は50人です。	Room (部屋) / capacity (容量) / is (は) / 50 (50) / people (人)
Check the book index.	本の索引を確認してください。	Check (チェック) / the (ザ) / book (本) / index (索引)
Philosophy encourages deep critical thinking.	哲学は深い批判的思考を促します。	Philosophy (哲学) / encourages (促す) / deep (深い) / critical (批判的な) / thinking (思考)
He is our biggest asset.	彼は我々の最大の資産です。	He (彼) / is (は) / our (私たちの) / biggest (最大の) / asset (資産)
We celebrate her birthday today.	今日は彼女の誕生日を祝います。	We (私たち) / celebrate (祝う) / her (彼女の) / birthday (誕生日) / today (今日)
The train had a delay.	電車が遅れた。	The (その) / train (電車) / had (持っていた) / a (一つの) / delay (遅れ)
Generate new ideas every day.	毎日新しいアイデアを生み出そう。	Generate (生成する) / new (新しい) / ideas (アイデア) / every (毎) / day (日)
The audience applauded the performance.	観客はその演技に拍手を送りました。	The (その) / audience (観客) / applauded (拍手した) / the (その) / performance (演技)
She wrote a novel.	彼女は小説を書きました。	She (彼女) / wrote (書いた) / a (ある) / novel (小説)
I need a new monitor.	新しいモニターが必要です。	I (私) / need (必要) / a (新しい) / new (新しい) / monitor (モニター)
